time,x-axis,y-axis,z-axis
33.7193,2.0193,-3.3387,-4.4935
33.736864,-11.3895,1.0249,12.8153
33.755589,-4.6068,-1.2165,3.1549
33.770418,-1.3128,-2.116,0.7302
33.787424,0.3377,-2.8939,0.3888
33.80588,0.5296,-3.0743,0.9705
33.821693,-0.2126,-2.7773,0.629
33.839798,-0.7725,-2.2388,-0.1496
33.856717,-0.8311,-1.4683,-0.4835
33.872768,-0.9172,-0.9894,-0.5796
33.889776,-0.6516,-0.5464,-0.7741
33.906961,-0.5842,0.0738,-0.2888
33.92376,-0.2649,0.7501,0.9053
33.940797,0.041,0.3022,0.212
33.958215,0.2081,-0.0887,-0.7137
33.975557,-0.1623,-0.0998,-1.1299
33.991899,-0.4284,0.1479,-1.1199
34.008995,-0.2027,0.3629,-1.1811
34.026391,-0.1481,0.2777,-1.0888
34.043332,-0.2832,0.1559,-1.004
34.060038,-0.4173,0.1504,-0.8404
34.077448,-0.4119,0.2681,-0.6494
34.094063,-0.4542,0.331,-0.3608
34.111093,-0.3233,0.3811,-0.1045
34.128183,-0.22,0.3673,-0.0856
34.145656,-0.2477,0.3164,-0.2472
34.162215,-0.3091,0.3332,-0.4065
34.179421,-0.4812,0.4436,-0.2525
34.19657,-0.3802,0.3948,-0.1001
34.213553,-0.2459,0.3113,-0.0621
34.230395,-0.4827,0.3073,0.0858
34.24818,-0.501,0.2798,0.0734
34.264565,-0.4979,0.2116,0.0533
34.281639,-0.4329,0.156,-0.1267
34.29873,-0.3366,0.0949,-0.2823
34.315919,-0.2963,0.1408,-0.2539
34.339504,-0.2442,0.1776,-0.2057
34.360334,-0.0935,0.2241,-0.34
34.367278,-0.0985,0.2109,-1.772
34.384427,-0.7483,0.1308,-0.435
34.400812,-0.7201,0.0665,0.8654
34.417762,-0.6145,0.1703,1.1054
34.435246,-0.0584,0.1337,0.0818
34.453056,0.3161,0.1939,-0.9435
